기간,국가,HS코드,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
"총계","","","",97406831947,333419568,277127981635,311550873,21868695
"2024","가나","01","살아 있는 동물",33,0,0,0,0
"2024","가나","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",4888310,5103,49,0,5103
"2024","가나","07","식용의 채소ㆍ뿌리ㆍ괴경(塊莖)",0,0,5850,5,-5
"2024","가나","08","식용의 과실과 견과류, 감귤류ㆍ멜론의 껍질",0,0,2,0,0
"2024","가나","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",0,0,1,0,0
"2024","가나","11","제분공업의 생산품과 맥아, 전분, 이눌린(inulin), 밀의 글루텐(gluten)",490,3,1337,1,2
"2024","가나","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",27,1,124,0,1
"2024","가나","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",115,0,14078,57,-57
"2024","가나","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",1165,5,0,0,5
"2024","가나","17","당류(糖類)와 설탕과자",2236,96,0,0,96
"2024","가나","18","코코아와 그 조제품",0,0,2006836,11956,-11956
"2024","가나","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",39897,211,2,0,211
"2024","가나","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",11733,113,600,1,113
"2024","가나","21","각종 조제 식료품",16520,512,725,1,511
"2024","가나","22","음료ㆍ주류ㆍ식초",108711,115,0,0,115
"2024","가나","23","식품 공업에서 생기는 잔재물과 웨이스트(waste), 조제 사료",18000,17,0,0,17
"2024","가나","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",57278,281,0,0,281
"2024","가나","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",636000,82,0,0,82
"2024","가나","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",782620,778,0,0,778
"2024","가나","28","무기화학품, 귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의 유기화합물이나 무기화합물",4983480,7833,0,0,7833
"2024","가나","29","유기화학품",696511,894,2,0,894
"2024","가나","30","의료용품",7535,413,7,0,413
"2024","가나","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",215064,506,0,0,506
"2024","가나","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",2450,100,8,1,99
"2024","가나","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",186916,227,0,0,227
"2024","가나","35","단백질계 물질, 변성전분, 글루(glue), 효소",7110,133,0,0,133
"2024","가나","38","각종 화학공업 생산품",8712,658,0,0,658
"2024","가나","39","플라스틱과 그 제품",25373946,28434,0,0,28434
"2024","가나","40","고무와 그 제품",399945,300,0,0,300
"2024","가나","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",211987,488,13,1,487
"2024","가나","44","목재와 그 제품, 목탄",0,0,13544,19,-19
"2024","가나","46","짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)",0,0,811,19,-19
"2024","가나","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",80380,34,0,0,34
"2024","가나","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",1031789,613,0,0,613
"2024","가나","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",90582,542,12,0,542
"2024","가나","52","면",71960,84,0,0,84
"2024","가나","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",13718,25,0,0,25
"2024","가나","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",1310684,2878,0,0,2878
"2024","가나","57","양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개",558,0,0,0,0
"2024","가나","58","특수직물, 터프트(tuft)한 직물, 레이스, 태피스트리(tapestry), 트리밍(trimming), 자수천",5,1,0,0,1
"2024","가나","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",24,1,0,0,1
"2024","가나","60","메리야스 편물과 뜨개질 편물",1275,13,0,0,13
"2024","가나","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",10000,4,56,1,2
"2024","가나","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",0,0,5,1,-1
"2024","가나","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",1444513,1930,18692,16,1914
"2024","가나","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",814,2,0,0,2
"2024","가나","65","모자류와 그 부분품",0,0,2,0,0
"2024","가나","66","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품",14,0,0,0,0
"2024","가나","69","도자제품",7850,3,4,0,2
"2024","가나","70","유리와 유리제품",4,0,1,0,0
"2024","가나","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",10,0,8348,813,-813
"2024","가나","72","철강",1930,7,0,0,7
"2024","가나","73","철강의 제품",84791,187,0,0,187
"2024","가나","74","구리와 그 제품",560,6,258380,2034,-2027
"2024","가나","76","알루미늄과 그 제품",148720,274,933624,1607,-1333
"2024","가나","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",1305,14,0,0,14
"2024","가나","83","비금속(卑金屬)으로 만든 각종 제품",79274,188,0,0,188
"2024","가나","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",2420612,11420,34222,10,11410
"2024","가나","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",887356,1887,14,1,1887
"2024","가나","86","철도용이나 궤도용 기관차ㆍ차량과 이들의 부분품, 철도용이나 궤도용 장비품과 그 부분품, 기계식(전기기계식을 포함한다) 각종 교통신호용 기기",13469,14,0,0,14
"2024","가나","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",13391651,18502,0,0,18502
"2024","가나","89","선박과 수상 구조물",12084,93,0,0,93
"2024","가나","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",32565,1699,0,0,1699
"2024","가나","92","악기와 그 부분품과 부속품",50,0,0,0,0
"2024","가나","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",331178,92,0,0,92
"2024","가나","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",12158,15,0,0,15
"2024","가나","96","잡품",246,0,0,0,0
"2024","가나","97","예술품ㆍ수집품ㆍ골동품",0,0,90,529,-529
"2024","가봉","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",55400,64,0,0,64
"2024","가봉","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",2540,4,0,0,4
"2024","가봉","26","광(鑛)ㆍ슬래그(slag)ㆍ회(灰)",0,0,26702244,6228,-6228
"2024","가봉","29","유기화학품",115660,206,0,0,206
"2024","가봉","30","의료용품",225,89,0,0,89
"2024","가봉","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",149,8,0,0,8
"2024","가봉","38","각종 화학공업 생산품",625,24,0,0,24
"2024","가봉","39","플라스틱과 그 제품",331001,336,0,0,336
"2024","가봉","40","고무와 그 제품",11290,48,0,0,48
"2024","가봉","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",50,0,0,0,0
"2024","가봉","44","목재와 그 제품, 목탄",0,0,519807,664,-664
"2024","가봉","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",11000,68,0,0,68
"2024","가봉","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",48,1,0,0,1
"2024","가봉","57","양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개",500,0,0,0,0
"2024","가봉","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",25190,6,0,0,6
"2024","가봉","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",3800,1,2000,1,0
"2024","가봉","69","도자제품",500,1,0,0,1
"2024","가봉","70","유리와 유리제품",15,0,0,0,0
"2024","가봉","72","철강",46337,46,0,0,46
"2024","가봉","73","철강의 제품",6591,2,0,0,2
"2024","가봉","76","알루미늄과 그 제품",135564,941,0,0,941
"2024","가봉","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",3,0,0,0,0
"2024","가봉","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",53007,395,100,0,395
"2024","가봉","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",68719,563,0,0,563
"2024","가봉","86","철도용이나 궤도용 기관차ㆍ차량과 이들의 부분품, 철도용이나 궤도용 장비품과 그 부분품, 기계식(전기기계식을 포함한다) 각종 교통신호용 기기",15547,208,0,0,208
"2024","가봉","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",3012239,6160,1906,23,6137
"2024","가봉","89","선박과 수상 구조물",106790,650,0,0,650
"2024","가봉","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",1766,34,10,0,34
"2024","가봉","92","악기와 그 부분품과 부속품",0,0,2,0,0
"2024","가봉","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",83355,109,0,0,109
"2024","가봉","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",1510,1,0,0,1
"2024","가이아나","01","살아 있는 동물",0,0,30,4,-4
"2024","가이아나","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",48456,215,0,0,215
"2024","가이아나","22","음료ㆍ주류ㆍ식초",286009,232,3,0,232
"2024","가이아나","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",83321,212,0,0,212
"2024","가이아나","29","유기화학품",192800,382,0,0,382
"2024","가이아나","30","의료용품",304,108,0,0,108
"2024","가이아나","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",17,9,0,0,9
"2024","가이아나","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",84000,117,0,0,117
"2024","가이아나","38","각종 화학공업 생산품",479,58,0,0,58
"2024","가이아나","39","플라스틱과 그 제품",398485,484,0,0,484
"2024","가이아나","40","고무와 그 제품",1913,57,0,0,57
"2024","가이아나","44","목재와 그 제품, 목탄",0,0,23860,42,-42
"2024","가이아나","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",2,0,0,0,0
"2024","가이아나","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",860,6,0,0,6
"2024","가이아나","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",774,59,0,0,59
"2024","가이아나","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",40,0,0,0,0
"2024","가이아나","70","유리와 유리제품",9,0,0,0,0
"2024","가이아나","72","철강",132180,134,0,0,134
"2024","가이아나","73","철강의 제품",7977,56,0,0,56
"2024","가이아나","74","구리와 그 제품",0,0,41180,387,-387
"2024","가이아나","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",24,1,0,0,1
"2024","가이아나","83","비금속(卑金屬)으로 만든 각종 제품",17084,45,0,0,45
"2024","가이아나","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",2068677,13744,7,1,13743
"2024","가이아나","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",52924,384,1,0,384
"2024","가이아나","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",117377,1245,0,0,1245
"2024","가이아나","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",125,23,0,0,23
"2024","가이아나","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",93,8,0,0,8
"2024","감비아","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",0,0,569605,3055,-3055
"2024","감비아","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",0,0,0,0,0
"2024","감비아","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",0,0,47860,239,-239
"2024","감비아","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",2647,7,0,0,7
"2024","감비아","30","의료용품",501,242,0,0,242
"2024","감비아","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",0,0,0,0,0
"2024","감비아","38","각종 화학공업 생산품",3224,235,0,0,235
"2024","감비아","39","플라스틱과 그 제품",57000,51,0,0,51
"2024","감비아","40","고무와 그 제품",8000,2,0,0,2
"2024","감비아","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",120800,48,0,0,48
"2024","감비아","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",47675,133,0,0,133
"2024","감비아","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",0,0,3,1,-1
"2024","감비아","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",0,0,2,0,0
"2024","감비아","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",297,4,0,0,4
"2024","감비아","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",837,0,0,0,0
"2024","감비아","74","구리와 그 제품",0,0,120450,900,-900
"2024","감비아","76","알루미늄과 그 제품",60,2,59760,102,-99
"2024","감비아","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",73,0,0,0,0
"2024","감비아","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",19739,179,0,0,179
"2024","감비아","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",21982,172,0,0,172
"2024","감비아","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",743251,986,2,1,985
"2024","감비아","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",1,0,0,0,0
"2024","감비아","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",2764,3,0,0,3
"2024","감비아","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",1630,2,0,0,2
"2024","건지","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",1,0,1,0,0
"2024","건지","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",0,0,1,0,0
"2024","건지","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",10,1,0,0,1
"2024","건지","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",0,0,2,1,-1
"2024","건지","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",2,2,0,0,2
"2024","건지","65","모자류와 그 부분품",1,0,0,0,0
"2024","건지","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",11,12,0,0,12
"2024","건지","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",4,2,1,0,1
"2024","건지","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",0,0,13,20,-20
"2024","건지","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",1,0,0,0,0
"2024","과델로프","22","음료ㆍ주류ㆍ식초",52603,47,4828,92,-45
"2024","과델로프","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",83,5,0,0,5
"2024","과델로프","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",1064,60,0,0,60
"2024","과델로프","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",226,9,0,0,9
"2024","과델로프","39","플라스틱과 그 제품",99,1,0,0,1
"2024","과델로프","40","고무와 그 제품",9496,57,0,0,57
"2024","과델로프","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",96632,82,0,0,82
"2024","과델로프","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",32,0,0,0,0
"2024","과델로프","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",2,0,0,0,0
"2024","과델로프","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",1,0,0,0,0
"2024","과델로프","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",3,1,0,0,1
"2024","과델로프","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",0,0,0,0,0
"2024","과델로프","83","비금속(卑金屬)으로 만든 각종 제품",1,0,0,0,0
"2024","과델로프","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",4853,56,0,0,56
"2024","과델로프","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",176,8,0,0,8
"2024","과델로프","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",243191,2765,0,0,2765
"2024","과델로프","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",120,20,0,0,20
"2024","과델로프","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",6,0,0,0,0
"2024","과델로프","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",1,0,0,0,0
"2024","과델로프","96","잡품",0,0,0,0,0
"2024","과테말라","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",2499,35,0,0,35
"2024","과테말라","04","낙농품, 새의 알, 천연꿀, 다른 류로 분류되지 않은 식용인 동물성 생산품",160,1,0,0,1
"2024","과테말라","06","살아 있는 수목과 그 밖의 식물, 인경(鱗莖)ㆍ뿌리와 이와 유사한 물품, 절화(切花)와 장식용 잎",0,0,157,9,-9
"2024","과테말라","07","식용의 채소ㆍ뿌리ㆍ괴경(塊莖)",73,1,9526,28,-27
"2024","과테말라","08","식용의 과실과 견과류, 감귤류ㆍ멜론의 껍질",0,0,5550308,4905,-4905
"2024","과테말라","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",12716,67,3543769,18630,-18563
"2024","과테말라","11","제분공업의 생산품과 맥아, 전분, 이눌린(inulin), 밀의 글루텐(gluten)",2371,3,0,0,3
"2024","과테말라","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",2820,26,73,614,-589
"2024","과테말라","14","식물성 편조물(編組物)용 재료와 다른 류로 분류되지 않은 식물성 생산품",0,0,21,0,0
"2024","과테말라","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",2010,17,0,0,17
"2024","과테말라","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",9125,54,0,0,54
"2024","과테말라","17","당류(糖類)와 설탕과자",10140,26,63195206,28216,-28190
"2024","과테말라","18","코코아와 그 조제품",342,2,0,0,2
"2024","과테말라","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",156628,788,1,0,788
"2024","과테말라","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",8752,87,29403,71,17
"2024","과테말라","21","각종 조제 식료품",290210,545,245,11,534
"2024","과테말라","22","음료ㆍ주류ㆍ식초",4866246,4101,439,8,4093
"2024","과테말라","23","식품 공업에서 생기는 잔재물과 웨이스트(waste), 조제 사료",1200,26,0,0,26
"2024","과테말라","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",359181,4110,52,0,4109
"2024","과테말라","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",48421186,1551,0,0,1551
"2024","과테말라","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",311276,901,0,0,901
"2024","과테말라","28","무기화학품, 귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의 유기화합물이나 무기화합물",288748,475,0,0,475
"2024","과테말라","29","유기화학품",1634300,2666,4,0,2666
"2024","과테말라","30","의료용품",40237,3820,0,0,3820
"2024","과테말라","31","비료",200000,147,0,0,147
"2024","과테말라","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",1488401,6355,0,0,6355
"2024","과테말라","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",11024,290,71,4,286
"2024","과테말라","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",721293,1345,4,0,1344
"2024","과테말라","35","단백질계 물질, 변성전분, 글루(glue), 효소",51039,259,0,0,259
"2024","과테말라","37","사진용이나 영화용 재료",126,2,0,0,2
"2024","과테말라","38","각종 화학공업 생산품",1718739,9513,4,0,9513
"2024","과테말라","39","플라스틱과 그 제품",13648893,17311,29,3,17308
"2024","과테말라","40","고무와 그 제품",1577967,1688,3,0,1688
"2024","과테말라","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",60,2,6064,365,-362
"2024","과테말라","44","목재와 그 제품, 목탄",1632,10,0,0,10
"2024","과테말라","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",60000,18,0,0,18
"2024","과테말라","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",993094,1651,106,1,1650
"2024","과테말라","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",16276,222,3,0,222
"2024","과테말라","52","면",1250212,4588,40976,56,4532
"2024","과테말라","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",95755,643,8,0,643
